Stock_Number,Sale_Date,Inventory_Date,Make,Model,Year,Mileage,Store_Name,Stock_Type,Price,Front_Gross,Back_Gross
L4629498,7/29/2021,6/13/2021,TOYOTA,RAV4,2021,31786,Riverside Toyota,Used,35149,2123.93,1568.74
T6110449,7/29/2021,6/21/2021,TOYOTA,CAMR,2021,52229,Riverside Toyota,Used,24300,3.92,2615.94
K2063555,7/29/2021,6/16/2021,TOYOTA,TUND,2021,57625,Riverside Toyota,Used,45399,1304,450
T2543556,7/30/2021,6/15/2021,HONDA,CIVI,2021,50275,Riverside Toyota,Used,9199,1571.02,124.02
T7016626,7/30/2021,5/27/2021,TOYOTA,PRIUS,2021,70453,Riverside Toyota,Used,23146.11,1693.16,292.32
K5329157,7/30/2021,6/13/2021,TOYOTA,COROL,2021,66525,Riverside Toyota,Used,18050.27,-1205.75,0
L8285594,7/30/2021,5/26/2021,TOYOTA,HIGHLN,2021,48615,Riverside Toyota,Used,42668,4174.05,3350
T1125251,7/30/2021,6/23/2021,TOYOTA,RAV4,2021,29421,Riverside Toyota,Used,22699,2447.54,2691
L2862851,7/30/2021,5/28/2021,TOYOTA,HIGHHY,2021,22350,Riverside Toyota,Used,54195.9,279.54,0
K7752667,7/30/2021,6/5/2021,TOYOTA,CAMHYB,2021,36189,Riverside Toyota,Used,13778.43,1200.43,380
S8596542,7/30/2021,5/30/2021,NISSAN,FRON,2021,53298,Riverside Toyota,Used,29799,1790.05,1414
L3419887,7/30/2021,6/12/2021,TOYOTA,CAMR,2021,69399,Riverside Toyota,Used,12900,-511,0
M2328217,7/31/2021,6/25/2021,TOYOTA,COROL,2021,48261,Riverside Toyota,Used,15499,1375.07,934.92
S8660583,7/31/2021,7/8/2021,TOYOTA,4RUN,2021,59530,Riverside Toyota,Used,40799,2012.15,1700
K7785438,7/31/2021,5/29/2021,LAND ROVER,RGRVSP,2021,38320,Riverside Toyota,Used,19399,4449.32,826.1
N1269523,7/31/2021,5/28/2021,TOYOTA,RAV4,2021,51341,Riverside Toyota,Used,20599,1209.08,1708.1
M2133936,7/31/2021,6/13/2021,TOYOTA,TACO,2021,54350,Riverside Toyota,Used,40198,206.66,344.54
K2336631,7/31/2021,7/8/2021,ACURA,RDX,2021,12306,Riverside Toyota,Used,13899,1713.21,1827.62
L7306339,7/31/2021,7/2/2021,TOYOTA,CAMR,2021,35798,Riverside Toyota,Used,25499,2045.74,0
N1297666,7/31/2021,6/17/2021,TOYOTA,4RUN,2021,56245,Riverside Toyota,Used,38299,1732.57,468.59
N9976101,7/31/2021,6/11/2021,HONDA,PILOT,2021,46117,Riverside Toyota,Used,37499,2168.14,4887.86
S9624489,7/31/2021,7/9/2021,TOYOTA,CAMR,2021,24052,Riverside Toyota,Used,35400,1746.4,2900
K8885111,7/31/2021,5/26/2021,TOYOTA,CAMHYB,2021,5548,Riverside Toyota,Used,27370.66,809.6,0
M2185729,7/31/2021,7/10/2021,TOYOTA,HIGH,2021,36513,Riverside Toyota,Used,14399,537.05,959.51
S1041870,7/31/2021,6/17/2021,TOYOTA,4RUN,2021,40926,Riverside Toyota,Used,30988,775.02,446.81
T2932700,7/31/2021,5/24/2021,TOYOTA,RAV4,2021,28741,Riverside Toyota,Used,21258.5,470,1559.72
M4322226,7/1/2021,6/6/2021,TOYOTA,CAMR,2021,10,Riverside Toyota,New,25697.09,0,0
K2932675,7/1/2021,5/17/2021,TOYOTA,CAMR,2021,46,Riverside Toyota,New,23930.09,-2000,0
L7768731,7/1/2021,6/4/2021,TOYOTA,CAMR,2021,20,Riverside Toyota,New,27484.07,-1500,0
L5986971,7/1/2021,5/8/2021,TOYOTA,CAMR,2021,49,Riverside Toyota,New,27158.69,-221.4,0
M4270890,7/1/2021,5/16/2021,TOYOTA,CAMHYB,2021,7,Riverside Toyota,New,26346,1346.91,301
L6020498,7/1/2021,5/18/2021,TOYOTA,4RUN,2021,44,Riverside Toyota,New,47736,2032.09,1100
L5588335,7/1/2021,5/25/2021,TOYOTA,TACO,2021,24,Riverside Toyota,New,42767,3171.47,1512.58
N3284668,7/1/2021,4/19/2021,TOYOTA,HIGHLN,2021,11,Riverside Toyota,New,43471.86,-1671.23,300
M5429323,7/1/2021,6/11/2021,TOYOTA,COROL,2021,63,Riverside Toyota,New,23267,1753.91,924
L8209795,7/1/2021,4/25/2021,TOYOTA,COROL,2021,15,Riverside Toyota,New,22832,495.91,150
S7401489,7/1/2021,5/4/2021,TOYOTA,COROL,2021,97,Riverside Toyota,New,22532.21,-733.88,0
S2326284,7/1/2021,6/9/2021,TOYOTA,RAV4,2021,56,Riverside Toyota,New,32532.99,482.9,2000
L7107839,7/1/2021,4/18/2021,TOYOTA,RAV4,2021,7,Riverside Toyota,New,36889.01,1058.92,571.07
M5193694,7/1/2021,6/8/2021,TOYOTA,4RUN,2021,25,Riverside Toyota,New,49483,5490.91,4494.46
T8943302,7/2/2021,5/3/2021,TOYOTA,HIGHLN,2021,57,Riverside Toyota,New,52164,4896.91,437
N6329322,7/2/2021,5/7/2021,TOYOTA,CAMR,2021,100,Riverside Toyota,New,24531.24,95.15,1200
K9665806,7/2/2021,4/23/2021,TOYOTA,RAV4,2021,34,Riverside Toyota,New,42685,1116.46,2200
S9704723,7/2/2021,5/29/2021,TOYOTA,4RUN,2021,15,Riverside Toyota,New,47044.09,-2821,0
S7536991,7/2/2021,6/5/2021,TOYOTA,VENZA,2021,85,Riverside Toyota,New,43435.12,1509.05,0
M3629179,7/2/2021,5/6/2021,TOYOTA,RAV4,2021,29,Riverside Toyota,New,30299.19,262.1,0
K2684862,7/2/2021,4/24/2021,TOYOTA,VENZA,2021,54,Riverside Toyota,New,36609.88,-367.21,0
L6294845,7/2/2021,5/25/2021,TOYOTA,HIGHHY,2021,93,Riverside Toyota,New,52518,4689.91,0
L5765060,7/3/2021,4/28/2021,TOYOTA,COROL,2021,13,Riverside Toyota,New,21832,1411.91,750
L6808273,7/3/2021,5/19/2021,TOYOTA,CAMR,2021,49,Riverside Toyota,New,26139,-725.6,5302.75
S2061163,7/3/2021,5/6/2021,TOYOTA,TACO,2021,33,Riverside Toyota,New,42929,4413.96,6464.5
L1180791,7/3/2021,6/4/2021,TOYOTA,CHR,2021,66,Riverside Toyota,New,23916,545.01,3580.32
L1775337,7/3/2021,5/7/2021,TOYOTA,CAMR,2021,19,Riverside Toyota,New,30455,2815.91,2028
L6455180,7/3/2021,5/31/2021,TOYOTA,CAMR,2021,23,Riverside Toyota,New,33074,2110.91,2851
S4555807,7/3/2021,4/26/2021,TOYOTA,HIGHLN,2021,19,Riverside Toyota,New,52164,4083.91,1896.12
S8419169,7/3/2021,5/4/2021,TOYOTA,RAV4,2021,43,Riverside Toyota,New,30540,7119.91,7698.7
T5263816,7/3/2021,5/26/2021,TOYOTA,4RUN,2021,39,Riverside Toyota,New,49525.01,4264.97,300
L9473914,7/4/2021,5/16/2021,TOYOTA,CHR,2021,17,Riverside Toyota,New,25025,1068.91,7378.87
L3752299,7/4/2021,6/10/2021,TOYOTA,TACO,2021,20,Riverside Toyota,New,41709.19,-2424.9,0
M8382797,7/5/2021,4/22/2021,TOYOTA,RAV4,2021,71,Riverside Toyota,New,38319,1133.91,4839
S1819336,7/5/2021,5/16/2021,TOYOTA,HIGHLN,2021,99,Riverside Toyota,New,48918,6763.91,6019.08
S4715556,7/5/2021,6/9/2021,TOYOTA,CAMR,2021,59,Riverside Toyota,New,27386.58,-515.51,3748.57
K4059521,7/5/2021,5/28/2021,TOYOTA,COROL,2021,69,Riverside Toyota,New,27774,4575.91,1771.11
N4736441,7/5/2021,5/16/2021,TOYOTA,HIGHLN,2021,39,Riverside Toyota,New,51414,5046.91,3085
T4913127,7/5/2021,4/25/2021,TOYOTA,VENZA,2021,20,Riverside Toyota,New,44125,1845.91,3933
M2374126,7/5/2021,5/8/2021,TOYOTA,PRIUS,2021,5,Riverside Toyota,New,29741,1393.91,0
L1325545,7/5/2021,5/23/2021,TOYOTA,CAMR,2021,54,Riverside Toyota,New,34060,3659.91,188
N1956004,7/5/2021,5/13/2021,TOYOTA,HIGHLN,2021,18,Riverside Toyota,New,47668,4713.91,5392.72
K3130665,7/5/2021,5/24/2021,TOYOTA,TUND,2021,66,Riverside Toyota,New,45173,1081.48,0
S5126498,7/5/2021,4/29/2021,TOYOTA,VENZA,2021,11,Riverside Toyota,New,34500,445.91,2031.56
N3996335,7/6/2021,5/3/2021,TOYOTA,COROL,2021,27,Riverside Toyota,New,23032,4401.91,0
M4323862,7/6/2021,5/8/2021,TOYOTA,4RUN,2021,67,Riverside Toyota,New,47379,3633.91,3100
K4957809,7/7/2021,6/12/2021,TOYOTA,RAV4,2021,33,Riverside Toyota,New,28849.6,773.51,0
L2987516,7/7/2021,5/11/2021,TOYOTA,CAMR,2021,26,Riverside Toyota,New,33799,3398.91,2116.45
M2827989,7/7/2021,5/8/2021,TOYOTA,COROL,2021,84,Riverside Toyota,New,25257.65,-78.44,150
M2517233,7/7/2021,5/13/2021,TOYOTA,RAV4,2021,97,Riverside Toyota,New,33205,1917.91,200
T3081490,7/7/2021,5/22/2021,TOYOTA,HIGHLN,2021,10,Riverside Toyota,New,43120,3103.81,4438
M6515553,7/7/2021,6/7/2021,TOYOTA,PRIUS,2021,86,Riverside Toyota,New,25515,-1557.09,0
T5774276,7/7/2021,6/13/2021,TOYOTA,RAV4,2021,33,Riverside Toyota,New,34206,1690.91,4431
N9674560,7/7/2021,6/1/2021,TOYOTA,TACO,2021,93,Riverside Toyota,New,44201.19,-2788.95,0
M7119932,7/7/2021,4/27/2021,TOYOTA,HIGHHY,2021,6,Riverside Toyota,New,50829,4968.91,0
N9800422,7/7/2021,6/11/2021,TOYOTA,RAV4HY,2021,68,Riverside Toyota,New,34770,2746.91,6111.59
L5292691,7/7/2021,5/22/2021,TOYOTA,RAV4,2021,100,Riverside Toyota,New,35958.5,1931.41,1427.07
K5684454,7/8/2021,5/3/2021,TOYOTA,CAMR,2021,40,Riverside Toyota,New,25681.72,-1436.37,200
L2675009,7/8/2021,6/4/2021,TOYOTA,COROL,2021,100,Riverside Toyota,New,20794,-628.19,300
L8480034,7/8/2021,5/4/2021,TOYOTA,HIGHLN,2021,24,Riverside Toyota,New,41620,1091.81,420.61
N3886972,7/8/2021,6/6/2021,TOYOTA,RAV4,2021,59,Riverside Toyota,New,27296,308.81,1522
S5927869,7/8/2021,6/8/2021,TOYOTA,4RUNNER,2021,41,Riverside Toyota,New,55081,7572.81,3867.69
L8844813,7/8/2021,5/5/2021,TOYOTA,COROL,2021,56,Riverside Toyota,New,20396.29,73.1,0
S8361958,7/8/2021,5/24/2021,TOYOTA,CAMR,2021,73,Riverside Toyota,New,39695.63,2549.44,3626.27
S7065468,7/8/2021,5/28/2021,TOYOTA,CAMHYB,2021,74,Riverside Toyota,New,29970,3180.91,1404
T7412102,7/8/2021,5/22/2021,TOYOTA,HIGHLN,2021,26,Riverside Toyota,New,42394.58,2534.39,250
T4712109,7/8/2021,5/26/2021,TOYOTA,HIGHLN,2021,89,Riverside Toyota,New,47446,3870.81,0
N5627833,7/8/2021,5/21/2021,TOYOTA,TACO,2021,87,Riverside Toyota,New,38458,3048.96,165
S6980939,7/8/2021,6/10/2021,TOYOTA,HIGHHY,2021,19,Riverside Toyota,New,49250,2385.81,2501
M8465146,7/9/2021,5/9/2021,TOYOTA,HIGHLN,2021,51,Riverside Toyota,New,51717.96,4413.77,150
T6404297,7/9/2021,6/16/2021,TOYOTA,HIGHLN,2021,75,Riverside Toyota,New,51265,1497.91,7395.42
K6826890,7/9/2021,5/2/2021,TOYOTA,CAMR,2021,85,Riverside Toyota,New,34802,3582.91,988.56
M8824375,7/9/2021,5/5/2021,TOYOTA,HIGHLN,2021,73,Riverside Toyota,New,51729,2787.31,2009
M9719124,7/9/2021,6/2/2021,TOYOTA,TACO,2021,56,Riverside Toyota,New,34626,1147.81,2
S2449818,7/9/2021,5/8/2021,TOYOTA,TACO,2021,43,Riverside Toyota,New,40558,2810.96,0
M1395045,7/9/2021,6/4/2021,TOYOTA,COROL,2021,6,Riverside Toyota,New,22082,1659.81,2427
T2022488,7/9/2021,5/18/2021,TOYOTA,RAV4,2021,95,Riverside Toyota,New,32505,3524.91,1933
T5096944,7/9/2021,5/22/2021,TOYOTA,RAV4HY,2021,49,Riverside Toyota,New,34018,771.83,0
S2632819,7/9/2021,5/12/2021,TOYOTA,RAV4HY,2021,28,Riverside Toyota,New,34768,422.15,0
S2558438,7/9/2021,6/10/2021,TOYOTA,COROL,2021,65,Riverside Toyota,New,26222.31,1545.33,0
K1872397,7/9/2021,6/11/2021,TOYOTA,HIGHLN,2021,96,Riverside Toyota,New,39098,638.91,1944
N3764901,7/9/2021,5/20/2021,TOYOTA,TACO,2021,69,Riverside Toyota,New,42168,3617.81,600
N4754588,7/9/2021,5/23/2021,TOYOTA,RAV4,2021,57,Riverside Toyota,New,35841,793.41,928
N1914201,7/10/2021,6/18/2021,TOYOTA,RAV4,2021,25,Riverside Toyota,New,39317,2248.81,0
M2642404,7/10/2021,4/28/2021,TOYOTA,HIGHLN,2021,96,Riverside Toyota,New,40620,2852.81,5336.51
N5354281,7/10/2021,4/27/2021,TOYOTA,CAMR,2021,71,Riverside Toyota,New,27386.58,1837.49,2636
L2305531,7/10/2021,6/7/2021,TOYOTA,TACO,2021,98,Riverside Toyota,New,41960,1442.86,3551.72
M9530513,7/10/2021,5/27/2021,TOYOTA,CAMR,2021,5,Riverside Toyota,New,28795,-54.09,481
K3625942,7/10/2021,6/6/2021,TOYOTA,VENZA,2021,63,Riverside Toyota,New,42867.17,-2054.92,0
S3017948,7/10/2021,6/19/2021,TOYOTA,SEQUOI,2021,51,Riverside Toyota,New,65250.66,3232.47,3474.46
M5890195,7/10/2021,5/28/2021,TOYOTA,4RUN,2021,22,Riverside Toyota,New,42265,1104.97,2053.11
L6447865,7/10/2021,6/7/2021,TOYOTA,VENZA,2021,37,Riverside Toyota,New,39123,1909.81,0
T1031435,7/10/2021,5/4/2021,TOYOTA,RAV4,2021,19,Riverside Toyota,New,38633.5,1601.41,3116
K7348238,7/10/2021,6/14/2021,TOYOTA,4RUN,2021,28,Riverside Toyota,New,43809,3585.96,938.51
L8464655,7/10/2021,5/16/2021,TOYOTA,4RUN,2021,40,Riverside Toyota,New,49068,2719.96,1014
T9466414,7/10/2021,5/2/2021,TOYOTA,RAV4,2021,64,Riverside Toyota,New,39775,2778.81,2374
M1242703,7/10/2021,5/28/2021,TOYOTA,TACO,2021,38,Riverside Toyota,New,38277,1938.96,3719.5
L6862006,7/10/2021,5/25/2021,TOYOTA,4RUN,2021,94,Riverside Toyota,New,52843,3707.91,0
M4118952,7/11/2021,5/16/2021,TOYOTA,RAV4,2021,55,Riverside Toyota,New,38114.89,3811.7,4245
T4460834,7/12/2021,5/16/2021,TOYOTA,RAV4,2021,44,Riverside Toyota,New,35559.5,556.91,0
T7470452,7/12/2021,5/24/2021,TOYOTA,HIGHLN,2021,26,Riverside Toyota,New,40913,377.91,300
T4785176,7/12/2021,5/27/2021,TOYOTA,SIENNA,2021,20,Riverside Toyota,New,41096,1874.81,900
S1207403,7/12/2021,5/15/2021,TOYOTA,PRIUSM,2021,46,Riverside Toyota,New,37394,1381.91,2501
S7222186,7/12/2021,6/8/2021,TOYOTA,4RUN,2021,20,Riverside Toyota,New,51265,3913.96,1428
K2910797,7/12/2021,5/28/2021,TOYOTA,4RUN,2021,9,Riverside Toyota,New,45139,3454.81,2390.5
M9383839,7/12/2021,6/22/2021,TOYOTA,SIENNA,2021,10,Riverside Toyota,New,46466,3903.81,3899
N5061485,7/13/2021,6/20/2021,TOYOTA,RAV4,2021,46,Riverside Toyota,New,39228,2028.81,1583
N7476201,7/13/2021,5/26/2021,TOYOTA,COROL,2021,92,Riverside Toyota,New,26032,3748.81,2188
T2832455,7/13/2021,6/23/2021,TOYOTA,CAMR,2021,34,Riverside Toyota,New,31820,3469.81,448
T6766439,7/13/2021,5/12/2021,TOYOTA,CAMR,2021,36,Riverside Toyota,New,32183,1413.91,0
S4917558,7/13/2021,5/5/2021,TOYOTA,HIGHLN,2021,57,Riverside Toyota,New,39071.84,-168.25,0
K4072970,7/13/2021,5/9/2021,TOYOTA,COROL,2021,23,Riverside Toyota,New,24956.49,1611.4,0
K6779041,7/13/2021,6/2/2021,TOYOTA,4RUN,2021,55,Riverside Toyota,New,52407,3988.91,2530.75
K1167186,7/13/2021,6/13/2021,TOYOTA,4RUN,2021,32,Riverside Toyota,New,50611,5175.68,0
N3061376,7/13/2021,6/14/2021,TOYOTA,RAV4,2021,51,Riverside Toyota,New,39781.73,-679.36,1428
T8121232,7/14/2021,6/8/2021,TOYOTA,TACO,2021,76,Riverside Toyota,New,41249,2917.81,3737
L9036039,7/14/2021,5/20/2021,TOYOTA,CAMR,2021,5,Riverside Toyota,New,31295.9,2232.81,3131
T8324472,7/14/2021,5/9/2021,TOYOTA,PRIUS,2021,72,Riverside Toyota,New,29241,905.91,0
N6504721,7/14/2021,5/30/2021,TOYOTA,CAMR,2021,61,Riverside Toyota,New,28796,-596.19,150
N6997433,7/14/2021,5/8/2021,TOYOTA,HIGHLN,2021,26,Riverside Toyota,New,43395,5847.89,2834.38
T7843564,7/14/2021,6/4/2021,TOYOTA,COROL,2021,90,Riverside Toyota,New,24959.39,461.3,0
N4690211,7/14/2021,6/12/2021,TOYOTA,RAV4,2021,98,Riverside Toyota,New,36283,1369.81,0
K4868893,7/14/2021,6/16/2021,TOYOTA,HIGHLN,2021,62,Riverside Toyota,New,38166.5,-2356.69,0
M7702575,7/14/2021,6/14/2021,TOYOTA,4RUN,2021,95,Riverside Toyota,New,51090.56,4075.52,0
L2011358,7/14/2021,6/14/2021,TOYOTA,RAV4,2021,95,Riverside Toyota,New,41698.82,2532.23,2343
N7829955,7/14/2021,6/19/2021,TOYOTA,TACO,2021,17,Riverside Toyota,New,34071.05,739.91,0
N3648009,7/14/2021,6/24/2021,TOYOTA,TUND,2021,43,Riverside Toyota,New,53182,6858.87,3401
T5036492,7/14/2021,5/2/2021,TOYOTA,RAV4,2021,31,Riverside Toyota,New,42666.5,2078.91,3694
K6043456,7/15/2021,6/20/2021,TOYOTA,HIGHLN,2021,43,Riverside Toyota,New,42225.98,673.73,1291.52
M1299780,7/15/2021,6/13/2021,TOYOTA,4RUN,2021,76,Riverside Toyota,New,49829,3899.86,0
N9196133,7/15/2021,6/4/2021,TOYOTA,COROL,2021,16,Riverside Toyota,New,24279,263.49,300
K1221508,7/15/2021,5/26/2021,TOYOTA,COROL,2021,28,Riverside Toyota,New,20332,-850.19,250
L6893365,7/15/2021,6/4/2021,TOYOTA,CAMR,2021,22,Riverside Toyota,New,29323.49,421.4,1912
T2384982,7/15/2021,5/20/2021,TOYOTA,CAMR,2021,19,Riverside Toyota,New,27696,315.91,0
L3226113,7/15/2021,5/10/2021,TOYOTA,CAMR,2021,64,Riverside Toyota,New,28616,2620.81,3465.61
N2902303,7/15/2021,5/30/2021,TOYOTA,HIGHLN,2021,20,Riverside Toyota,New,43000,5101.16,1203
S8348736,7/15/2021,5/7/2021,TOYOTA,TACO,2021,78,Riverside Toyota,New,40004,1717.86,0
N9030914,7/15/2021,5/5/2021,TOYOTA,SIENNA,2021,51,Riverside Toyota,New,41947,1826.81,5959.5
L3993066,7/15/2021,6/12/2021,TOYOTA,RAV4,2021,28,Riverside Toyota,New,35539.92,160.73,0
N8096725,7/16/2021,5/11/2021,TOYOTA,COROL,2021,49,Riverside Toyota,New,21332,109.81,301
K8357420,7/16/2021,6/22/2021,TOYOTA,HIGHLN,2021,23,Riverside Toyota,New,44100,4340.81,0
K2911112,7/16/2021,5/22/2021,TOYOTA,SIENNA,2021,95,Riverside Toyota,New,43546,-2012,2014.34
K5628126,7/16/2021,5/26/2021,TOYOTA,CAMR,2021,45,Riverside Toyota,New,23503.09,-923.1,0
K3550459,7/16/2021,5/24/2021,TOYOTA,HIGHLN,2021,35,Riverside Toyota,New,38770,1040.81,1743.82
L6520370,7/16/2021,6/20/2021,TOYOTA,COROL,2021,89,Riverside Toyota,New,24760.12,1701.03,2886
N1947357,7/16/2021,5/16/2021,TOYOTA,CAMR,2021,20,Riverside Toyota,New,37725,3672.81,1379
L7711310,7/16/2021,5/10/2021,TOYOTA,4RUN,2021,27,Riverside Toyota,New,49004,2612.86,1563.5
M5913092,7/16/2021,6/17/2021,TOYOTA,VENZA,2021,82,Riverside Toyota,New,44510.45,964.07,1160.76
N6568898,7/16/2021,5/8/2021,TOYOTA,HIGHHY,2021,27,Riverside Toyota,New,45193.19,-1971,2
S5418584,7/16/2021,6/10/2021,TOYOTA,4RUN,2021,45,Riverside Toyota,New,51537,3587.81,0
L7070236,7/16/2021,5/28/2021,TOYOTA,CAMR,2021,22,Riverside Toyota,New,36701,-1030.09,3041
L5743940,7/16/2021,6/6/2021,TOYOTA,RAV4,2021,40,Riverside Toyota,New,43797,2709.81,7489.77
L6608659,7/16/2021,6/14/2021,TOYOTA,TACO,2021,16,Riverside Toyota,New,53956,5666.14,4951.78
S4758279,7/16/2021,6/26/2021,TOYOTA,COROL,2021,79,Riverside Toyota,New,25531,4427.91,900
S2329832,7/16/2021,6/26/2021,TOYOTA,4RUN,2021,73,Riverside Toyota,New,48635,3981.81,2383.45
M5253883,7/16/2021,5/11/2021,TOYOTA,4RUN,2021,55,Riverside Toyota,New,47037,2682.81,2256
K4539906,7/16/2021,5/25/2021,TOYOTA,4RUN,2021,89,Riverside Toyota,New,46206,3785.86,900
T8669938,7/17/2021,5/21/2021,TOYOTA,HIGHLN,2021,36,Riverside Toyota,New,53055,6011.91,498
S7029237,7/17/2021,6/3/2021,TOYOTA,CAMR,2021,97,Riverside Toyota,New,27402,1975.81,388
K5837545,7/17/2021,6/2/2021,TOYOTA,SIENNA,2021,75,Riverside Toyota,New,43769,3518.81,4628.27
T8769070,7/17/2021,6/15/2021,TOYOTA,CAMR,2021,40,Riverside Toyota,New,25221.42,783.23,150
S2341432,7/17/2021,5/31/2021,TOYOTA,RAV4,2021,44,Riverside Toyota,New,43116,2749.31,0
S1959556,7/17/2021,5/26/2021,TOYOTA,COROL,2021,95,Riverside Toyota,New,21286.83,-183.36,0
L4019874,7/17/2021,5/22/2021,TOYOTA,CAMR,2021,74,Riverside Toyota,New,37750,5584.81,5285
S3353625,7/17/2021,5/18/2021,TOYOTA,CAMR,2021,42,Riverside Toyota,New,30776,2805.81,4834.73
K7552648,7/17/2021,5/29/2021,TOYOTA,CAMR,2021,58,Riverside Toyota,New,27967,-522.19,1485.47
M4985202,7/17/2021,5/10/2021,TOYOTA,RAV4,2021,8,Riverside Toyota,New,40001,4334.81,3135.84
T4154258,7/17/2021,5/11/2021,TOYOTA,TUND,2021,50,Riverside Toyota,New,59023,4969.87,0
M7283074,7/17/2021,6/20/2021,TOYOTA,RAV4,2021,67,Riverside Toyota,New,48900,1420.31,532
L6803160,7/17/2021,5/10/2021,TOYOTA,VENZA,2021,78,Riverside Toyota,New,36785,-175.09,0
N4674421,7/17/2021,5/12/2021,TOYOTA,COROL,2021,54,Riverside Toyota,New,19135,-1287.19,0
M3463159,7/17/2021,6/27/2021,TOYOTA,4RUN,2021,34,Riverside Toyota,New,48135,4271.86,3294
L2812252,7/17/2021,6/16/2021,TOYOTA,SIENNA,2021,77,Riverside Toyota,New,38056,2814.81,5014.5
L8638424,7/17/2021,6/23/2021,TOYOTA,4RUN,2021,20,Riverside Toyota,New,38121,1148.98,1600
N8702088,7/17/2021,6/4/2021,TOYOTA,RAV4,2021,56,Riverside Toyota,New,43540.76,2510.57,4046
S9865496,7/18/2021,6/23/2021,TOYOTA,CAMHYB,2021,8,Riverside Toyota,New,37254,3138.91,1984
K3582652,7/18/2021,6/4/2021,TOYOTA,CAMR,2021,30,Riverside Toyota,New,28260.37,1154.28,3041.69
K2144902,7/18/2021,6/28/2021,TOYOTA,HIGHLN,2021,33,Riverside Toyota,New,51404,6219.81,0
T4930242,7/18/2021,6/4/2021,TOYOTA,RAV4,2021,96,Riverside Toyota,New,29581,1927.81,0
N9337641,7/18/2021,6/28/2021,TOYOTA,TACO,2021,15,Riverside Toyota,New,45033,3111.81,3085
S4513855,7/18/2021,5/28/2021,TOYOTA,TUND,2021,96,Riverside Toyota,New,58454.54,2701.35,4096.88
M5011684,7/19/2021,5/19/2021,TOYOTA,4RUN,2021,100,Riverside Toyota,New,47249,7008.86,5254.6
S3028321,7/19/2021,5/19/2021,TOYOTA,SIENNA,2021,28,Riverside Toyota,New,43020,3027.81,1469.5
L2358664,7/19/2021,6/27/2021,TOYOTA,COROL,2021,55,Riverside Toyota,New,20105.02,-686.17,0
M1390593,7/19/2021,5/12/2021,TOYOTA,CAMRY,2021,46,Riverside Toyota,New,30922,4981.81,3686.09
K9567943,7/19/2021,6/11/2021,TOYOTA,COROL,2021,43,Riverside Toyota,New,21382,399.81,0
T7292495,7/19/2021,5/18/2021,TOYOTA,COROL,2021,11,Riverside Toyota,New,25581,730.31,3092
L2700557,7/19/2021,6/1/2021,TOYOTA,COROL,2021,22,Riverside Toyota,New,28743,2664.81,3660
T6717460,7/15/2021,5/7/2021,TOYOTA,HIGHLN,2021,7,Riverside Toyota,New,43620,3103.81,300
L3319740,7/19/2021,6/28/2021,TOYOTA,RAV4,2021,67,Riverside Toyota,New,43106,2657.81,2276
T7404514,7/19/2021,6/21/2021,TOYOTA,RAV4,2021,24,Riverside Toyota,New,31467,3484.81,1600
M1618420,7/20/2021,6/14/2021,TOYOTA,RAV4,2021,98,Riverside Toyota,New,35726,2690.81,404.75
N7471574,7/20/2021,5/16/2021,TOYOTA,4RUN,2021,77,Riverside Toyota,New,46899,3963.86,1030.26
T8965609,7/20/2021,5/26/2021,TOYOTA,4RUN,2021,78,Riverside Toyota,New,45736.09,2781.05,3710.86
K9389623,7/20/2021,6/14/2021,TOYOTA,CAMR,2021,74,Riverside Toyota,New,36266,-907.09,1
M3073883,7/20/2021,5/13/2021,TOYOTA,COROL,2021,21,Riverside Toyota,New,19425.41,-957.78,0
K4696682,7/20/2021,6/19/2021,TOYOTA,HIGHHY,2021,83,Riverside Toyota,New,45711.83,2367.64,150
N6816354,7/20/2021,6/11/2021,TOYOTA,CAMR,2021,63,Riverside Toyota,New,29924,3660.81,3934
S9638729,7/20/2021,5/12/2021,TOYOTA,4RUN,2021,58,Riverside Toyota,New,49467,3628.81,1806
T4652724,7/20/2021,6/28/2021,TOYOTA,RAV4,2021,17,Riverside Toyota,New,34105,2407.81,0
M9238364,7/20/2021,5/19/2021,TOYOTA,TACO,2021,46,Riverside Toyota,New,44041.44,1939.3,0
T9240910,7/21/2021,5/13/2021,TOYOTA,CAMR,2021,48,Riverside Toyota,New,32060,-496.59,2327
L7089856,7/21/2021,6/28/2021,TOYOTA,RAV4,2021,90,Riverside Toyota,New,29881.5,706.41,0
S9666519,7/21/2021,6/15/2021,TOYOTA,TACO,2021,84,Riverside Toyota,New,39876,4015.86,200
N2907294,7/21/2021,5/13/2021,TOYOTA,RAV4,2021,71,Riverside Toyota,New,27558.5,-94.69,200
L6297068,7/21/2021,5/26/2021,TOYOTA,4RUN,2021,76,Riverside Toyota,New,46477.19,1197.2,94
S4179687,7/21/2021,5/17/2021,TOYOTA,COROL,2021,24,Riverside Toyota,New,21332,1409.81,0
L4375036,7/21/2021,5/21/2021,TOYOTA,SIENNA,2021,51,Riverside Toyota,New,39518.19,-2078,0
S2508118,7/21/2021,6/17/2021,TOYOTA,RAV4,2021,28,Riverside Toyota,New,32141,4176.81,3535
S2948304,7/21/2021,5/30/2021,TOYOTA,4RUN,2021,55,Riverside Toyota,New,50860,4531.86,2154.6
